steps,learning_rates_per_step
0,0.0
1,1.111111111111111e-05
2,2.222222222222222e-05
3,3.333333333333333e-05
4,4.444444444444444e-05
5,5.5555555555555545e-05
6,6.666666666666666e-05
7,7.777777777777777e-05
8,8.888888888888888e-05
9,9.999999999999999e-05
10,0.00011111111111111109
11,0.00012222222222222221
12,0.0001333333333333333
13,0.0001444444444444444
14,0.00015555555555555554
15,0.00016666666666666666
16,0.00017777777777777776
17,0.00018888888888888888
18,0.00019999999999999998
19,0.0002111111111111111
20,0.00022222222222222218
21,0.0002333333333333333
22,0.00024444444444444443
23,0.00025555555555555553
24,0.0002666666666666666
25,0.0002777777777777778
26,0.0002888888888888888
27,0.0003
28,0.00029991442363945764
29,0.0002996577922020106
30,0.00029923039850878423
31,0.0002986327302237358
32,0.0002978654692972205
33,0.00029692949118787415
34,0.00029582586386369856
35,0.00029455584658349114
36,0.0002931208884600073
37,0.000291522626806497
38,0.0002897628852685002
39,0.00028784367174303454
40,0.00028576717608754816
41,0.0002835357676212527
42,0.0002811519924216873
43,0.00027861857041959763
44,0.0002759383922954458
45,0.00027311451618109144
46,0.00027015016417040766
47,0.00026704871864281375
48,0.0002638137184039186
49,0.00026044885464767954
50,0.000256957966744683
51,0.000253345037861353
52,0.0002496141904150859
53,0.0002457696813704975
54,0.00024181589738214943
55,0.00023775734978929611
56,0.00023359866946836544
57,0.00022934460154904433
58,0.000225
59,0.00022056982209041334
60,0.00021605912273364513
61,0.0002114730487194881
62,0.00020681683284158638
63,0.000202095787926723
64,0.00019731530077278834
65,0.00019248082600234557
66,0.00018759787983880805
67,0.0001826720338123277
68,0.00017770890840257842
69,0.0001727141666256865
70,0.00016769350757262692
71,0.00016265265990645668
72,0.0001575973753258069
73,0.00015253342200208963
74,0.00014746657799791034
75,0.0001424026246741931
76,0.0001373473400935433
77,0.0001323064924273731
78,0.00012728583337431353
79,0.00012229109159742164
80,0.00011732796618767225
81,0.0001124021201611919
82,0.00010751917399765439
83,0.00010268469922721166
84,9.790421207327697e-05
85,9.318316715841358e-05
86,8.852695128051191e-05
87,8.394087726635483e-05
88,7.943017790958667e-05
89,7.500000000000002e-05
90,7.065539845095567e-05
91,6.640133053163455e-05
92,6.224265021070383e-05
93,5.818410261785056e-05
94,5.423031862950248e-05
95,5.0385809584914115e-05
96,4.6654962138647004e-05
97,4.304203325531696e-05
98,3.9551145352320425e-05
99,3.618628159608135e-05
100,3.295128135718624e-05
101,2.9849835829592338e-05
102,2.6885483818908586e-05
103,2.4061607704554148e-05
104,2.138142958040233e-05
105,1.8848007578312686e-05
106,1.646423237874727e-05
107,1.4232823912451807e-05
108,1.215632825696541e-05
109,1.0237114731499734e-05
110,8.477373193502978e-06
111,6.879111539992676e-06
112,5.444153416508873e-06
113,4.174136136301414e-06
114,3.070508812125827e-06
115,2.1345307027794302e-06
116,1.3672697762641738e-06
117,7.696014912157267e-07
118,3.422077979893911e-07
119,8.557636054229988e-08
120,0.0
